ProbeID	1 Avg_ctrl	1 Avg_treat	1 FoldChange	1 Rank_modT	1 Rank_WAD	1 RP_origPvalue	1 RP_correctedPvalue	1 Rank_RP	1 DEG	Homolog_GID	Description	Function	TAIR-annotation	AGI	Symbol	short_description
POPTR_0003s20980.1	9.713792422	36.1696956	3.723540099	12	417	0	0	3	DEG	AT1G55360.1	Protein of Unknown Function (DUF239)	---	"Protein of Unknown Function (DUF239); INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF239, plant (InterPro:IPR004314); BEST Arabidopsis thaliana protein match is: Protein of Unknown Function (DUF239) (TAIR:AT3G13510.1); Has 753 Blast hits to 700 proteins in 28 species: Archae - 0; Bacteria - 15; Metazoa - 0; Fungi - 10; Plants - 728; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."	---	---	--
POPTR_0001s16160.1	10.3325107	29.50332046	2.855387361	103	669	1.0	0.015419355	67	DEG	AT3G14360.1	alpha/beta-Hydrolases superfamily protein	---	"alpha/beta-Hydrolases superfamily protein; FUNCTIONS IN: triglyceride lipase activity; INVOLVED IN: lipid metabolic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Lipase, class 3 (InterPro:IPR002921); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT5G42930.1); Has 1400 Blast hits to 1392 proteins in 294 species: Archae - 0; Bacteria - 352; Metazoa - 56; Fungi - 304; Plants - 428; Viruses - 0; Other Eukaryotes - 260 (source: NCBI BLink)."	---	---	--
POPTR_0012s11280.2	21.24250704	6.212683665	-3.419215943	2040	1453	5.0	0.034142857	192	DEG	AT5G07330.1	---	---	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G63060.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	---	---	--
POPTR_0001s16880.1	1239.76347	4294.406839	3.46389206	94	7	1.0	0.0149375	65	DEG	AT1G54150.1	E3 Ubiquitin ligase family protein	---	"E3 Ubiquitin ligase family protein; FUNCTIONS IN: zinc ion binding; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Zinc finger, RING-type (InterPro:IPR001841), E3 Ubiquitin ligase (InterPro:IPR022170); BEST Arabidopsis thaliana protein match is: E3 Ubiquitin ligase family protein (TAIR:AT1G59560.1); Has 1960 Blast hits to 1959 proteins in 225 species: Archae - 0; Bacteria - 0; Metazoa - 1182; Fungi - 34; Plants - 350; Viruses - 140; Other Eukaryotes - 254 (source: NCBI BLink)."	---	---	--
POPTR_0011s11850.1	68.74589844	32.02778352	-2.146445707	6814	336	7.0	0.038022727	232	DEG	AT3G14620.1	"cytochrome P450, family 72, subfamily A, polypeptide 8"	putative cytochrome P450	"cytochrome P450, family 72, subfamily A, polypeptide 8 (CYP72A8); FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, oxygen binding, heme binding; INVOLVED IN: response to cyclopentenone; LOCATED IN: endomembrane system; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, conserved site (InterPro:IPR017972), Cytochrome P450, E-class, group I (InterPro:IPR002401); BEST Arabidopsis thaliana protein match is: cytochrome P450, family 72, subfamily A, polypeptide 7 (TAIR:AT3G14610.1); Has 32806 Blast hits to 32698 proteins in 1616 species: Archae - 69; Bacteria - 4592; Metazoa - 11483; Fungi - 6886; Plants - 8292; Viruses - 3; Other Eukaryotes - 1481 (source: NCBI BLink)."	AT3G14620	CYP72A8	"cytochrome P450, family 72, subfamily A, polypeptide 8
POPTR_0001s42970.1	272.9086808	127.3850832	-2.142391196	374	169	0.0	0.045165354	292	DEG	AT1G79040.1	photosystem II subunit R	"Encodes for the 10 kDa PsbR subunit of photosystem II (PSII). This subunit appears to be involved in the stable assembly of PSII, particularly that of the oxygen-evolving complex subunit PsbP. Mutants defective in this gene have reduced amounts of subunits PsbP and PsbQ in PSII. In turn, assembly of PsbR is dependent on the presence of PsbJ."	"photosystem II subunit R (PSBR); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: photosystem II oxygen evolving complex assembly, photosynthesis, response to light intensity; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast, photosystem II; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Photosystem II protein PsbR (InterPro:IPR006814); Has 134 Blast hits to 134 proteins in 52 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 129; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink)."	AT1G79040	PSBR	photosystem II subunit 
POPTR_0003s21400.1	433.9085805	1527.49146	3.520307108	5	12	0	0	7	DEG	AT1G11880.1	"transferases, transferring hexosyl groups"	---	"transferases, transferring hexosyl groups; FUNCTIONS IN: transferase activity, transferring hexosyl groups; INVOLVED IN: GPI anchor biosynthetic process; LOCATED IN: integral to membrane, endoplasmic reticulum membrane; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: Mannosyltransferase, PIG-V (InterPro:IPR007315); Has 490 Blast hits to 469 proteins in 237 species: Archae - 6; Bacteria - 111; Metazoa - 123; Fungi - 146; Plants - 40; Viruses - 0; Other Eukaryotes - 64 (source: NCBI BLink)."	---	---	--
POPTR_0013s12220.1	41.83916655	107.6993894	2.574128461	31	225	3.0	0.02240625	107	DEG	AT3G58600.1	Adaptin ear-binding coat-associated protein 1 NECAP-1	---	Adaptin ear-binding coat-associated protein 1 NECAP-1; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: endocytosis; LOCATED IN: membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Adaptin ear-binding coat-associated protein 1 NECAP-1 (InterPro:IPR012466); BEST Arabidopsis thaliana protein match is: non-intrinsic ABC protein 4 (TAIR:AT1G03900.1); Has 463 Blast hits to 463 proteins in 142 species: Archae - 0; Bacteria - 2; Metazoa - 232; Fungi - 69; Plants - 94; Viruses - 0; Other Eukaryotes - 66 (source: NCBI BLink).	---	---	--
POPTR_0004s08450.1	78.49111267	34.87340871	-2.250743921	607	420	0.0	0.0448125	287	DEG	AT1G48480.1	receptor-like kinase 1	Arabidopsis thaliana receptor-like protein kinase (RKL1) gene	"receptor-like kinase 1 (RKL1); FUNCTIONS IN: protein serine/threonine kinase activity, kinase activity, ATP binding; INVOLVED IN: transmembrane receptor protein tyrosine kinase signaling pathway, protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: receptor-like kinase 902 (TAIR:AT3G17840.1); Has 150712 Blast hits to 111636 proteins in 3789 species: Archae - 114; Bacteria - 11711; Metazoa - 42617; Fungi - 8101; Plants - 71209; Viruses - 324; Other Eukaryotes - 16636 (source: NCBI BLink)."	AT1G48480	RKL1	receptor-like kinase 
POPTR_0016s10060.1	199.5341179	77.59343864	-2.571533385	3365	86	5.0	0.033661972	189	DEG	AT3G54000.1	---	---	CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP022260 (InterPro:IPR016802); Has 94 Blast hits to 94 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 94; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	---	---	--
POPTR_0006s00420.1	5.892245761	46.83752973	7.94901157	6306	922	7.0	0.032803922	182	DEG	AT4G17180.1	O-Glycosyl hydrolases family 17 protein	---	"O-Glycosyl hydrolases family 17 protein; FUNCTIONS IN: cation binding, hydrolase activity, hydrolyzing O-glycosyl compounds, catalytic activity; INVOLVED IN: carbohydrate metabolic process; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: X8 (InterPro:IPR012946), Glycoside hydrolase, catalytic core (InterPro:IPR017853), Glycoside hydrolase, family 17 (InterPro:IPR000490), Glycoside hydrolase, subgroup, catalytic core (InterPro:IPR013781); BEST Arabidopsis thaliana protein match is: O-Glycosyl hydrolases family 17 protein (TAIR:AT4G31140.1); Has 2802 Blast hits to 2733 proteins in 160 species: Archae - 0; Bacteria - 8; Metazoa - 3; Fungi - 65; Plants - 2718; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink)."	---	---	--
POPTR_0008s11820.1	88.62111603	297.0197321	3.351568401	16	49	1.0	0.014058824	61	DEG	AT3G25860.1	2-oxoacid dehydrogenases acyltransferase family protein	Nuclear encoded dihydrolipoamide S-acetyltransferase (LTA2) that encodes teh  Pyruvate Decarboxylase E2 subunit. Mutant has embryo defect.	"LTA2; FUNCTIONS IN: dihydrolipoyllysine-residue acetyltransferase activity; INVOLVED IN: metabolic process, acetyl-CoA biosynthetic process from pyruvate; LOCATED IN: cytosolic ribosome, chloroplast stroma, chloroplast, membrane, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: 2-oxo acid dehydrogenase, lipoyl-binding site (InterPro:IPR003016), E3 binding (InterPro:IPR004167), 2-oxoacid dehydrogenase acyltransferase, catalytic domain (InterPro:IPR001078), Single hybrid motif (InterPro:IPR011053), Biotin/lipoyl attachment (InterPro:IPR000089); BEST Arabidopsis thaliana protein match is: 2-oxoacid dehydrogenases acyltransferase family protein (TAIR:AT1G34430.1); Has 23844 Blast hits to 20819 proteins in 2344 species: Archae - 101; Bacteria - 13163; Metazoa - 1146; Fungi - 799; Plants - 467; Viruses - 32; Other Eukaryotes - 8136 (source: NCBI BLink)."	AT3G25860	PLE2	PLASTID E2 SUBUNIT OF PYRUVATE DECARBOXYLAS
POPTR_0001s24440.1	96.61956185	268.4332244	2.778249242	1747	76	3.0	0.021727273	101	DEG	AT5G59305.1	---	---	"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0014s07290.2	25.37264286	6.958875303	-3.646083851	64	706	1.0	0.020782609	95	DEG	AT4G10150.1	RING/U-box superfamily protein	---	"RING/U-box superfamily protein; FUNCTIONS IN: zinc ion binding; CONTAINS InterPro DOMAIN/s: Zinc finger, RING-type (InterPro:IPR001841), Zinc finger, C3HC4 RING-type (InterPro:IPR018957); BEST Arabidopsis thaliana protein match is: RING/U-box superfamily protein (TAIR:AT4G10160.1); Has 9409 Blast hits to 9387 proteins in 290 species: Archae - 0; Bacteria - 6; Metazoa - 2329; Fungi - 766; Plants - 4947; Viruses - 49; Other Eukaryotes - 1312 (source: NCBI BLink)."	---	---	--
POPTR_0006s02530.2	40.45964507	16.6298321	-2.432955716	403	663	8.0	0.039833333	252	DEG	AT1G72680.1	cinnamyl-alcohol dehydrogenase	---	"cinnamyl-alcohol dehydrogenase (CAD1); FUNCTIONS IN: oxidoreductase activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, zinc ion binding, cofactor binding; INVOLVED IN: lignin biosynthetic process; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: GroES-like (InterPro:IPR011032), D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding (InterPro:IPR006140), Alcohol dehydrogenase GroES-like (InterPro:IPR013154), Alcohol dehydrogenase, zinc-containing, conserved site (InterPro:IPR002328), Alcohol dehydrogenase, C-terminal (InterPro:IPR013149), Alcohol dehydrogenase superfamily, zinc-containing (InterPro:IPR002085); BEST Arabidopsis thaliana protein match is: cinnamyl alcohol dehydrogenase homolog 3 (TAIR:AT2G21890.1); Has 36986 Blast hits to 36967 proteins in 3073 species: Archae - 711; Bacteria - 24167; Metazoa - 1364; Fungi - 2774; Plants - 3348; Viruses - 3; Other Eukaryotes - 4619 (source: NCBI BLink)."	AT1G72680	CAD1	cinnamyl-alcohol dehydrogenas
POPTR_0004s08470.1	1064.104787	476.7213685	-2.232131508	197	63	9.0	0.040205607	256	DEG	AT5G15330.1	SPX domain gene 4	---	"SPX domain gene 4 (SPX4); CONTAINS InterPro DOMAIN/s: SPX, N-terminal (InterPro:IPR004331); BEST Arabidopsis thaliana protein match is: SPX  domain gene 1 (TAIR:AT5G20150.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	AT5G15330	SPX4	SPX domain gene 
POPTR_0013s06060.2	155.6527725	130.6835402	-1.19106639	13901	297	0.0	0.037936508	231	DEG	AT2G02760.1	ubiquiting-conjugating enzyme 2	ubiquitin conjugating enzyme UBC2. Homolog of the yeast RAD6 gene.	"ubiquiting-conjugating enzyme 2 (UBC2); CONTAINS InterPro DOMAIN/s: Ubiquitin-conjugating enzyme/RWD-like (InterPro:IPR016135), Ubiquitin-conjugating enzyme, E2 (InterPro:IPR000608); BEST Arabidopsis thaliana protein match is: ubiquitin carrier protein 1 (TAIR:AT1G14400.2); Has 10642 Blast hits to 10588 proteins in 402 species: Archae - 0; Bacteria - 2; Metazoa - 4556; Fungi - 2331; Plants - 2015; Viruses - 26; Other Eukaryotes - 1712 (source: NCBI BLink)."	AT2G02760	UBC2	ubiquiting-conjugating enzyme 
POPTR_0013s02780.1	69.34422581	19.97328878	-3.471848155	28	202	1.0	0.01912	84	DEG	AT5G27380.1	glutathione synthetase 2	"Encodes a protein with similarity to glutathione synthetases, which catalyzes one of the early steps in glutathione biosynthesis. Two transcripts have been detected; the longer transcript is less abundant and the protein is localized to the chloroplast. The smaller transcript, in which the transit peptide is truncated, is localized to the cytosol."	"glutathione synthetase 2 (GSH2); FUNCTIONS IN: glutathione synthase activity; INVOLVED IN: response to jasmonic acid stimulus, N-terminal protein myristoylation, glutathione biosynthetic process; LOCATED IN: cytosol, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: PreATP-grasp-like fold (InterPro:IPR016185), ATP-grasp fold, subdomain 2 (InterPro:IPR013816), Glutathione synthase, eukaryotic (InterPro:IPR005615), Glutathione synthase, substrate-binding, eukaryotic (InterPro:IPR004887), Glutathione synthase, alpha-helical, eukaryotic (InterPro:IPR014042); Has 644 Blast hits to 607 proteins in 239 species: Archae - 0; Bacteria - 51; Metazoa - 212; Fungi - 156; Plants - 112; Viruses - 0; Other Eukaryotes - 113 (source: NCBI BLink)."	AT5G27380	GSHB	--
POPTR_0018s13550.1	35.89879847	83.49104977	2.325733822	665	359	8.0	0.034763636	200	DEG	AT2G17220.1	Protein kinase superfamily protein	---	"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT1G76360.1); Has 115099 Blast hits to 113649 proteins in 4159 species: Archae - 97; Bacteria - 13440; Metazoa - 42787; Fungi - 9395; Plants - 32648; Viruses - 351; Other Eukaryotes - 16381 (source: NCBI BLink)."	AT2G17220	Kin3	kinase 
POPTR_0005s16300.1	18.6784475	40.29611381	2.157358839	1179	842	0.0	0.04808284	322	DEG	AT3G19770.1	Vacuolar sorting protein 9 (VPS9) domain	Guanine nucleotide exchange factor VPS9a. Can ctivate all Rab5 members to GTP-bound  forms in vitro. Required for embryogenesis. Regulates the localization of ARA7 and ARA6. Involved in postembryonic root development.	"VPS9A; FUNCTIONS IN: Rho guanyl-nucleotide exchange factor activity; INVOLVED IN: cell plate assembly, transport, cell wall biogenesis, post-embryonic root development, embryo development; LOCATED IN: cytosol, nucleus, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Vacuolar sorting protein 9, subgroup (InterPro:IPR013995), Vacuolar sorting protein 9 (InterPro:IPR003123); BEST Arabidopsis thaliana protein match is: Vacuolar sorting protein 9 (VPS9) domain (TAIR:AT5G09320.1); Has 1001 Blast hits to 992 proteins in 208 species: Archae - 0; Bacteria - 4; Metazoa - 518; Fungi - 219; Plants - 81; Viruses - 0; Other Eukaryotes - 179 (source: NCBI BLink)."	AT3G19770	VPS9A	--
POPTR_0007s04870.1	96.00768439	46.27128412	-2.074886967	432	375	0.0	0.046373134	306	DEG	AT3G05270.2	Plant protein of unknown function (DUF869)	---	"Plant protein of unknown function (DUF869); EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF869, plant (InterPro:IPR008587); BEST Arabidopsis thaliana protein match is: Plant protein of unknown function (DUF869) (TAIR:AT1G21810.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."	---	---	--
POPTR_0010s02080.1	14.23681389	5.228741611	-2.722799279	1945	2589	0.0	0.04602963	303	DEG	AT2G28290.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	"Encodes a SWI2/SNF2-like protein in the SNF2 subclass. Homozygous plants with null mutations exhibit premature termination of the meristem and carpelloid structures from the inflorescence meristem. Co-activator of floral  homeotic gene expression. Acts with LFY to regulate shoot apical meristem identity. Required for meristem maintenance. Regulates  flowering under a non-inductive photoperiod. It promotes the expression of CUC2 during cotyledon boundary formation.  Affects reproductive shoot apical meristem function by regulating the expression of WUS. In CHiP experiments SYD binds to WUS promoter. Present as two forms in the nucleus, full-length and truncated, with the latter apparently lacking the C-terminal domain. The ratio of the two forms  differs in juvenile and in adult tissues. The C-terminal domain is not required for activity."	"SPLAYED (SYD); CONTAINS InterPro DOMAIN/s: DEAD-like helicase, N-terminal (InterPro:IPR014001), DNA/RNA helicase, C-terminal (InterPro:IPR001650), Helicase/SANT-associated, DNA binding (InterPro:IPR014012), Helicase, superfamily 1/2, ATP-binding domain (InterPro:IPR014021), SNF2-related (InterPro:IPR000330); BEST Arabidopsis thaliana protein match is: Homeotic gene regulator (TAIR:AT3G06010.1); Has 37832 Blast hits to 28961 proteins in 2437 species: Archae - 315; Bacteria - 8243; Metazoa - 11351; Fungi - 6777; Plants - 2369; Viruses - 253; Other Eukaryotes - 8524 (source: NCBI BLink)."	AT2G28290	SYD	SPLAYE
POPTR_0012s12420.1	226.9212854	84.96622749	-2.670723323	18	107	3.0	0.027056604	146	DEG	AT5G15740.1	O-fucosyltransferase family protein	---	O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT3G02250.1); Has 822 Blast hits to 815 proteins in 30 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 822; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	---	---	--
POPTR_0005s20540.1	1223.48628	487.2945065	-2.5107738	2798	13	2.0	0.025837838	137	DEG	AT1G21590.1	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	---	"Protein kinase protein with adenine nucleotide alpha hydrolases-like domain; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation, response to stress; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase protein with adenine nucleotide alpha hydrolases-like domain (TAIR:AT1G77280.1); Has 117833 Blast hits to 116515 proteins in 3694 species: Archae - 139; Bacteria - 13671; Metazoa - 42887; Fungi - 10197; Plants - 33102; Viruses - 429; Other Eukaryotes - 17408 (source: NCBI BLink)."	---	---	--
POPTR_0002s03470.1	293.4854345	163.307382	-1.797135138	10591	165	0.0	0.044559322	285	DEG	AT1G75350.1	Ribosomal protein L31	---	"embryo defective 2184 (emb2184); FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis, embryo development ending in seed dormancy; LOCATED IN: ribosome, chloroplast, chloroplast stroma, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L31 (InterPro:IPR002150); Has 1009 Blast hits to 1009 proteins in 370 species: Archae - 0; Bacteria - 720; Metazoa - 0; Fungi - 0; Plants - 59; Viruses - 0; Other Eukaryotes - 230 (source: NCBI BLink)."	AT1G75350	emb2184	embryo defective 218
POPTR_0001s14780.1	450.2109717	178.5010433	-2.522175576	1063	73	5.0	0.032739726	181	DEG	AT5G10970.1	C2H2 and C2HC zinc fingers superfamily protein	---	"C2H2 and C2HC zinc fingers superfamily protein; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, zinc ion binding, nucleic acid binding; INVOLVED IN: regulation of transcription; LOCATED IN: intracellular; EXPRESSED IN: hypocotyl, root, leaf; EXPRESSED DURING: LP.04 four leaves visible; CONTAINS InterPro DOMAIN/s: Zinc finger, C2H2-like (InterPro:IPR015880), Zinc finger, C2H2-type (InterPro:IPR007087); BEST Arabidopsis thaliana protein match is: zinc finger protein 3 (TAIR:AT5G25160.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	---	---	--
POPTR_0014s16420.1	68.91325281	19.90717497	-3.461729396	19	204	1.0	0.017703704	78	DEG	AT3G07750.2	3'-5'-exoribonuclease family protein	---	"3'-5'-exoribonuclease family protein; FUNCTIONS IN: 3'-5'-exoribonuclease activity, RNA binding; INVOLVED IN: RNA processing; LOCATED IN: cellular_component unknown; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Exoribonuclease, phosphorolytic domain 2 (InterPro:IPR015847), Exoribonuclease, phosphorolytic domain 1 (InterPro:IPR001247), Ribosomal protein S5 domain 2-type fold (InterPro:IPR020568); BEST Arabidopsis thaliana protein match is: ribonuclease PH45A (TAIR:AT3G12990.3); Has 1494 Blast hits to 1492 proteins in 343 species: Archae - 295; Bacteria - 54; Metazoa - 354; Fungi - 315; Plants - 185; Viruses - 0; Other Eukaryotes - 291 (source: NCBI BLink)."	---	---	--
POPTR_0018s11870.1	645.1375427	1449.407255	2.246663942	42	51	7.0	0.032173077	177	DEG	AT1G63270.1	non-intrinsic ABC protein 10	Encodes a member of a heterogenous group of non-intrinsic ATP-binding cassette (ABC) proteins. Members of this group bear no close resemblance to each other nor to representatives of specific ABC protein subfamilies from other organisms. This grouping is arbitrary and will likely change upon acquisition of further data.	"non-intrinsic ABC protein 10 (NAP10); FUNCTIONS IN: transporter activity; INVOLVED IN: transport; EXPRESSED IN: cotyledon; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), ABC transporter, haem export, CcmA (InterPro:IPR005895); BEST Arabidopsis thaliana protein match is: non-intrinsic ABC protein 3 (TAIR:AT1G67940.1); Has 360446 Blast hits to 338127 proteins in 3858 species: Archae - 6408; Bacteria - 294085; Metazoa - 7445; Fungi - 3734; Plants - 4292; Viruses - 13; Other Eukaryotes - 44469 (source: NCBI BLink)."	AT1G63270	NAP10	non-intrinsic ABC protein 1
POPTR_0005s09250.2	47.5005146	125.5892183	2.6439549	548	201	4.0	0.023036145	113	DEG	AT5G23280.1	TCP family transcription factor 	---	"TCP family transcription factor ; CONTAINS InterPro DOMAIN/s: Transcription factor, TCP (InterPro:IPR005333), Transcription factor TCP subgroup (InterPro:IPR017887); BEST Arabidopsis thaliana protein match is: TCP family transcription factor  (TAIR:AT5G08330.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."	---	---	--
POPTR_0003s08700.1	43.96376871	131.0036288	2.979808888	117	116	1.0	0.012918919	58	DEG	AT1G32440.1	plastidial pyruvate kinase 3	encodes a chloroplast pyruvate kinase beta subunit. The enzyme is less active than the other chloroplast pyruvate kinase beta subunit encoded by AT5G52920. Involved in seed oil biosynthesis. Can partially complement the AT5G52920 mutant.	"plastidial pyruvate kinase 3 (PKp3); FUNCTIONS IN: pyruvate kinase activity; INVOLVED IN: glycolysis, fatty acid biosynthetic process; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pyruvate kinase, C-terminal-like (InterPro:IPR015795), Pyruvate kinase, active site (InterPro:IPR018209), Pyruvate kinase, beta-barrel-like (InterPro:IPR011037), Pyruvate kinase, alpha/beta (InterPro:IPR015794), Pyruvate/Phosphoenolpyruvate kinase, catalytic core (InterPro:IPR015813), Pyruvate kinase (InterPro:IPR001697), Pyruvate kinase, barrel (InterPro:IPR015793); BEST Arabidopsis thaliana protein match is: plastidic pyruvate kinase beta subunit 1 (TAIR:AT5G52920.1); Has 10210 Blast hits to 10148 proteins in 2685 species: Archae - 173; Bacteria - 5966; Metazoa - 531; Fungi - 219; Plants - 532; Viruses - 0; Other Eukaryotes - 2789 (source: NCBI BLink)."	AT1G32440	PKp3	plastidial pyruvate kinase 
